request-id,request-method,request-path,request-query,request-payload,response-status,response-content-type,response-payload,response-oops,pre-handle-timestamp,post-handle-timestamp,"after-completion-timestamp"
"04afbbcc-73ae-475f-9776-9393c2ba5ebf",GET,/,"debug=true&locale=en",,302,,,,236946941235500,236946989204300,236946993363200
"23e42194-6b07-4c77-8931-53c2a30b9e18",GET,/any/system/welcome,,,200,text/html;charset=utf-8,advertisement=668,,236947013592500,236947022813700,236950035768300
"12d9f48e-89ad-4d86-b86b-0f86ad8285a8",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,236950139185400,236950149088600,236950150237700
"14104344-17da-4a57-bb80-abc470d606f9",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,236950159709200,236950162825800,236950163805200
"7a1c21e8-62d1-4715-814a-7b171b8b36ac",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,236950169662400,236950172203000,236950173156100
"00dfa8a3-4818-4689-b771-cb70acc88ad7",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,236950178383600,236950181124800,236950182208800
"b64763db-87a5-4d31-9041-7883d9c005aa",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,236950186807300,236950190898200,236950191833200
"3eb47caa-d9cb-4d3a-8429-73ea55ff3e43",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,236950201596300,236950204911100,236950206028400
"199539a9-0605-4ced-9bee-a216eddfc819",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,236950212087400,236950214987100,236950215557600
"1b8cb43d-9d44-4d39-b954-ab7155b52006",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,236950220554000,236950223289700,236950224315300
"330a46bf-d574-474f-9aef-f75e3bf32d00",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,236950229156600,236950231665000,236950232281700
"cad1e79e-8e20-44bb-b5f6-8728704d529a",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,236950236703500,236950239106500,236950239641000
"54542da7-0b25-411f-8a88-721e0d0b844b",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,236950243482200,236950246000200,236950246618100
"8aeb7917-dc5e-4eed-aa19-5300d8648ade",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,236950250527100,236950252803900,236950253535500
"23a82df7-054d-4b0e-ae2e-c8c7e4817f35",GET,/images/banner.png,,,200,image/png,,,236950256782400,236950259470900,236950260049400
"2913fb0a-5042-41f2-90e0-b6728361730b",GET,/images/logo.png,,,200,image/png,,,236950268975300,236950271546300,236950272043600
"b26c7add-d9e9-40c1-a160-6a3d59ea2741",GET,"/libraries/fontawesome/5.2.0/webfonts/fa-solid-900.woff2",,,200,application/font-woff2,,,236950279520700,236950282245200,236950283013700
